age,education,familySize,typeOfHousing,houseOwnership,householdAnnualIncome,ageOfBuilding,freqOfMoving,ageOfCustomerAccountInDays,avgDailyUsage,lateFeePayments,AvgComplaintsRaised,AvgComplaintsResolved,modeOfPayment,typeOfPlanI,typeOfPlanII,Target
53,low,Medium,1BHK-Apt,Owned,Low,<10yrs,1,<1yr,7.571197805,3,2,0,Others,Variable,Variable,Yes
29,low,Small,2BHK-Apt,Owned,High,10-20yrs,4,1-2yrs,4.30580562,0,9,3,Others,Variable,Variable,No
25,medium,Medium,2BHK-Apt,Rented,Low,20-30yrs,2,1-2yrs,4.940968036,1,7,6,PPM,Fixed,Fixed,No
42,medium,Small,Mansion,Owned,Low,10-20yrs,4,>10yrs,7.781037212,1,9,5,PPM,Variable,Variable,Yes
49,medium,Small,3BHK-Apt,Owned,Low,10-20yrs,5,1-2yrs,1.767357809,0,0,0,DD,Variable,Variable,No
31,High,Medium,3BHK-Apt,Rented,Medium,>30yrs,1,2-5yrs,9.900750708,1,8,1,DD,Fixed,Fixed,Yes
57,medium,Large,2BHK-Apt,Rented,Medium,20-30yrs,6,2-5yrs,6.282980703,1,4,3,PPM,Fixed,Fixed,No
41,High,Small,2BHK-Apt,Rented,High,>30yrs,3,1-2yrs,5.640622889,0,4,3,DD,Variable,Variable,No
30,High,Small,3BHK-Apt,Owned,Low,10-20yrs,5,>10yrs,3.26447601,0,5,4,DD,Variable,Variable,No
37,medium,Medium,3BHK-Apt,Owned,Low,>30yrs,1,2-5yrs,2.591791751,0,5,3,Others,Variable,Variable,Yes
39,High,Medium,2BHK-Apt,Rented,High,<10yrs,4,2-5yrs,0.883415509,2,8,5,PPM,Variable,Variable,No
35,medium,Medium,3BHK-Apt,Owned,Low,20-30yrs,1,1-2yrs,4.062450016,1,0,0,Others,Variable,Variable,No
37,medium,Medium,2BHK-Apt,Owned,High,10-20yrs,7,2-5yrs,2.847411934,2,0,0,SD,Variable,Variable,No
29,low,Small,3BHK-Apt,Owned,High,10-20yrs,4,2-5yrs,2.988812456,1,7,5,PPM,Fixed,Fixed,Yes
45,High,Small,2BHK-Apt,Rented,Medium,<10yrs,1,2-5yrs,2.027953371,0,3,0,SD,Variable,Variable,No
35,High,Small,2BHK-Apt,Owned,High,<10yrs,2,<1yr,1.476157603,1,9,0,PPM,Variable,Variable,No
33,medium,Medium,3BHK-Apt,Rented,Low,20-30yrs,3,2-5yrs,3.254169388,1,10,0,SD,Variable,Variable,No
38,medium,Medium,2BHK-Apt,Rented,Medium,>30yrs,1,1-2yrs,1.440921447,3,7,5,SD,Fixed,Fixed,No
32,medium,Small,5BHK-House,Rented,High,10-20yrs,7,2-5yrs,3.310072222,1,6,1,DD,Fixed,Fixed,Yes
42,High,Medium,2BHK-Apt,Owned,Low,<10yrs,1,2-5yrs,4.639208481,1,3,2,PPM,Variable,Variable,No
37,medium,Small,5BHK-House,Owned,High,10-20yrs,1,1-2yrs,7.020047128,4,3,2,Others,Variable,Variable,No
44,low,Large,5BHK-House,Rented,Medium,20-30yrs,3,2-5yrs,5.400342496,2,9,2,PPM,Variable,Variable,Yes
37,low,Small,2BHK-Apt,Rented,Medium,20-30yrs,5,<1yr,0.562633204,3,5,1,DD,Variable,Variable,No
31,medium,Small,3BHK-Apt,Rented,Medium,20-30yrs,1,<1yr,4.778217455,1,8,5,Others,Variable,Variable,No
32,low,Small,3BHK-Apt,Owned,Medium,<10yrs,1,>10yrs,8.236986501,3,3,2,PPM,Variable,Variable,No
44,High,Medium,2BHK-Apt,Owned,Low,20-30yrs,7,<1yr,4.727140664,0,4,1,DD,Variable,Variable,No
43,High,Medium,2BHK-Apt,Owned,Medium,20-30yrs,3,>5yrs,10.56959933,1,4,0,SD,Variable,Variable,No
45,medium,Small,3BHK-Apt,Owned,Medium,10-20yrs,9,2-5yrs,7.849233386,1,0,1,Others,Fixed,Fixed,Yes
40,low,Medium,3BHK-Apt,Owned,Medium,10-20yrs,6,2-5yrs,8.554687561,1,9,1,SD,Variable,Variable,No
35,medium,Medium,1BHK-Apt,Owned,Medium,>30yrs,2,1-2yrs,2.483587867,4,4,3,DD,Variable,Variable,No
42,medium,Large,2BHK-Apt,Owned,Low,<10yrs,2,1-2yrs,11.96482331,0,8,4,DD,Fixed,Fixed,No
46,low,Small,3BHK-Apt,Rented,High,<10yrs,2,2-5yrs,3.856209439,2,9,6,PPM,Fixed,Fixed,No
42,medium,Medium,1BHK-Apt,Owned,Medium,10-20yrs,1,1-2yrs,3.542741937,2,8,4,DD,Variable,Variable,Yes
41,High,Medium,3BHK-Apt,Owned,Medium,<10yrs,2,1-2yrs,1.041922478,4,10,5,PPM,Variable,Variable,Yes
31,High,Medium,2BHK-Apt,Rented,Low,20-30yrs,1,2-5yrs,2.029616408,3,3,1,SD,Fixed,Fixed,Yes
36,medium,Small,5BHK-House,Owned,Medium,10-20yrs,2,2-5yrs,3.008203969,1,0,0,DD,Variable,Variable,Yes
55,low,Small,5BHK-House,Owned,Medium,20-30yrs,6,1-2yrs,0.70357976,0,7,0,Others,Fixed,Fixed,No
39,low,Medium,2BHK-Apt,Owned,Medium,20-30yrs,1,1-2yrs,1.296791252,2,4,0,PPM,Variable,Variable,No
36,low,Large,3BHK-Apt,Rented,Medium,10-20yrs,1,1-2yrs,2.390894476,1,6,0,PPM,Fixed,Fixed,No
32,medium,Medium,2BHK-Apt,Rented,Medium,10-20yrs,2,2-5yrs,1.163979043,2,10,3,PPM,Fixed,Fixed,No
48,low,Small,5BHK-House,Owned,High,20-30yrs,5,2-5yrs,4.14047254,0,5,0,SD,Fixed,Fixed,No
37,medium,Medium,1BHK-Apt,Rented,Low,20-30yrs,5,1-2yrs,3.991847899,0,7,5,DD,Fixed,Fixed,Yes
36,low,Large,5BHK-House,Owned,Medium,10-20yrs,2,>5yrs,5.388805611,1,8,2,Others,Variable,Variable,No
36,medium,Medium,5BHK-House,Rented,Low,10-20yrs,1,1-2yrs,2.768970985,2,9,6,Others,Fixed,Fixed,No
48,High,Medium,3BHK-Apt,Owned,Low,20-30yrs,3,>10yrs,3.307474877,1,10,7,Others,Fixed,Fixed,No
40,medium,Medium,2BHK-Apt,Owned,Low,10-20yrs,7,1-2yrs,4.03541789,0,4,1,SD,Variable,Variable,No
41,High,Small,2BHK-Apt,Rented,High,20-30yrs,3,1-2yrs,1.628189997,2,5,4,PPM,Variable,Variable,No
41,medium,Large,2BHK-Apt,Owned,Medium,10-20yrs,5,1-2yrs,2.625445411,1,10,2,SD,Variable,Variable,No
33,low,Small,Mansion,Owned,Medium,20-30yrs,5,1-2yrs,8.750229843,3,4,3,SD,Fixed,Fixed,No
43,medium,Large,5BHK-House,Owned,Medium,10-20yrs,1,1-2yrs,2.992525986,0,7,4,PPM,Variable,Variable,Yes
45,High,Large,1BHK-Apt,Rented,Low,20-30yrs,1,<1yr,3.431445871,4,10,8,SD,Variable,Variable,No
30,low,Medium,Mansion,Owned,High,20-30yrs,4,>10yrs,2.710879791,1,9,3,SD,Fixed,Fixed,No
46,medium,Small,Mansion,Owned,High,20-30yrs,1,<1yr,4.292834527,2,1,0,DD,Variable,Variable,No
33,medium,Medium,1BHK-Apt,Owned,Medium,20-30yrs,2,2-5yrs,6.613705874,2,9,4,PPM,Fixed,Fixed,No
45,High,Medium,3BHK-Apt,Owned,Medium,20-30yrs,6,<1yr,7.128834168,0,0,1,Others,Fixed,Fixed,No
53,High,Small,2BHK-Apt,Owned,Medium,10-20yrs,3,2-5yrs,9.571144379,0,0,1,SD,Fixed,Fixed,No
40,low,Small,2BHK-Apt,Owned,Low,>30yrs,4,1-2yrs,0.280223318,0,3,0,Others,Variable,Variable,No
29,medium,Medium,3BHK-Apt,Owned,Medium,>30yrs,5,2-5yrs,5.921046065,0,8,0,PPM,Fixed,Fixed,Yes
36,low,Small,2BHK-Apt,Owned,High,20-30yrs,3,2-5yrs,6.114928959,0,10,4,DD,Fixed,Fixed,Yes
43,medium,Medium,1BHK-Apt,Rented,Medium,20-30yrs,6,<1yr,5.007600325,0,7,3,PPM,Variable,Variable,No
39,medium,Large,3BHK-Apt,Rented,Medium,<10yrs,6,1-2yrs,1.193102024,3,1,0,SD,Variable,Variable,Yes
25,medium,Medium,2BHK-Apt,Rented,High,<10yrs,5,2-5yrs,0.717313707,2,1,0,PPM,Variable,Variable,Yes
30,High,Small,3BHK-Apt,Owned,High,10-20yrs,5,>5yrs,2.050148236,0,1,0,SD,Fixed,Fixed,No
34,low,Small,2BHK-Apt,Owned,Medium,20-30yrs,2,<1yr,4.895020562,1,1,0,Others,Variable,Variable,Yes
37,low,Medium,5BHK-House,Owned,Medium,>30yrs,4,<1yr,4.572976399,1,8,7,PPM,Fixed,Fixed,No
58,High,Medium,2BHK-Apt,Owned,High,10-20yrs,2,<1yr,4.817396549,1,0,1,DD,Variable,Variable,No
35,medium,Large,3BHK-Apt,Owned,High,10-20yrs,1,>10yrs,4.982246641,0,8,6,SD,Variable,Variable,Yes
29,low,Medium,2BHK-Apt,Owned,Low,10-20yrs,4,1-2yrs,5.15547113,1,0,1,DD,Fixed,Fixed,No
30,low,Large,Mansion,Rented,Medium,10-20yrs,7,1-2yrs,3.831678366,1,9,0,PPM,Variable,Variable,Yes
25,medium,Medium,Mansion,Rented,Low,20-30yrs,1,<1yr,7.023551577,1,10,8,PPM,Variable,Variable,No
35,low,Medium,3BHK-Apt,Rented,Low,>30yrs,1,>10yrs,0.797731484,1,9,3,SD,Variable,Variable,Yes
30,low,Medium,5BHK-House,Rented,Medium,20-30yrs,5,2-5yrs,2.448076883,1,7,0,DD,Fixed,Fixed,No
41,medium,Small,1BHK-Apt,Owned,High,20-30yrs,3,1-2yrs,1.284542785,0,8,7,PPM,Fixed,Fixed,No
38,High,Medium,Mansion,Owned,Medium,20-30yrs,1,2-5yrs,2.309062051,0,3,0,PPM,Variable,Variable,No
32,medium,Small,3BHK-Apt,Owned,Medium,<10yrs,7,<1yr,1.878743413,0,9,4,PPM,Fixed,Fixed,No
55,low,Large,Mansion,Rented,Low,20-30yrs,3,>10yrs,3.336856698,0,5,3,SD,Variable,Variable,Yes
24,medium,Large,Mansion,Owned,Medium,20-30yrs,2,2-5yrs,3.96944497,1,7,0,PPM,Fixed,Fixed,No
34,High,Medium,3BHK-Apt,Rented,Medium,20-30yrs,2,2-5yrs,1.986894411,1,3,2,PPM,Fixed,Fixed,No
39,medium,Medium,2BHK-Apt,Owned,Low,10-20yrs,1,1-2yrs,3.421784809,3,8,5,PPM,Fixed,Fixed,No
35,medium,Medium,1BHK-Apt,Owned,High,>30yrs,3,1-2yrs,2.725572744,2,8,7,PPM,Fixed,Fixed,Yes
35,medium,Small,3BHK-Apt,Owned,Low,10-20yrs,3,1-2yrs,3.961381233,0,7,4,PPM,Variable,Variable,No
56,medium,Large,1BHK-Apt,Owned,Low,20-30yrs,4,<1yr,1.956154958,0,6,4,DD,Variable,Variable,No
37,medium,Small,3BHK-Apt,Owned,Medium,20-30yrs,4,2-5yrs,4.365292295,3,3,1,Others,Fixed,Fixed,No
39,medium,Medium,2BHK-Apt,Owned,Low,10-20yrs,6,2-5yrs,1.694639579,4,6,1,PPM,Variable,Variable,No
44,medium,Medium,1BHK-Apt,Owned,Low,20-30yrs,2,1-2yrs,4.790075567,1,8,4,Others,Variable,Variable,No
48,medium,Large,3BHK-Apt,Owned,Medium,20-30yrs,2,>10yrs,4.886885151,0,6,0,PPM,Variable,Variable,Yes
30,High,Medium,Mansion,Rented,Medium,20-30yrs,2,1-2yrs,9.356301124,1,6,0,Others,Variable,Variable,No
43,low,Small,2BHK-Apt,Owned,Medium,10-20yrs,4,2-5yrs,0.701702821,1,9,3,SD,Fixed,Fixed,No
51,medium,Large,3BHK-Apt,Rented,Medium,<10yrs,1,1-2yrs,9.738503522,0,6,2,SD,Fixed,Fixed,Yes
37,low,Medium,3BHK-Apt,Rented,Low,20-30yrs,3,>5yrs,5.693253903,1,10,6,PPM,Fixed,Fixed,No
46,medium,Small,5BHK-House,Rented,Low,20-30yrs,8,2-5yrs,4.666864044,1,6,0,SD,Variable,Variable,No
41,low,Large,2BHK-Apt,Owned,Low,10-20yrs,3,2-5yrs,4.067048741,4,1,0,DD,Fixed,Fixed,No
48,low,Small,3BHK-Apt,Owned,High,20-30yrs,1,2-5yrs,5.257274605,0,0,0,PPM,Variable,Variable,No
38,medium,Small,3BHK-Apt,Owned,Low,>30yrs,2,2-5yrs,0.540149017,3,1,0,PPM,Variable,Variable,No
29,low,Medium,3BHK-Apt,Owned,Low,<10yrs,6,2-5yrs,7.228315411,4,4,2,DD,Fixed,Fixed,No
26,High,Large,3BHK-Apt,Owned,Low,10-20yrs,3,2-5yrs,5.644286932,1,4,0,DD,Fixed,Fixed,Yes
32,low,Medium,5BHK-House,Rented,Medium,20-30yrs,6,<1yr,8.209119483,0,8,0,PPM,Variable,Variable,No
50,medium,Medium,5BHK-House,Owned,Medium,10-20yrs,1,2-5yrs,6.764992858,0,4,2,Others,Fixed,Fixed,Yes
32,low,Medium,3BHK-Apt,Rented,Medium,20-30yrs,6,2-5yrs,6.312032696,2,2,1,Others,Fixed,Fixed,Yes
42,low,Medium,3BHK-Apt,Rented,Low,>30yrs,3,2-5yrs,2.335585047,3,9,6,DD,Fixed,Fixed,No
39,medium,Small,2BHK-Apt,Rented,High,10-20yrs,1,>10yrs,7.204859872,0,6,4,SD,Variable,Variable,No
44,High,Medium,2BHK-Apt,Rented,High,>30yrs,7,<1yr,12.98216952,1,6,3,Others,Variable,Variable,No
27,High,Medium,2BHK-Apt,Owned,Medium,20-30yrs,5,<1yr,4.383296502,3,4,3,Others,Variable,Variable,No
52,medium,Medium,1BHK-Apt,Owned,Low,<10yrs,1,<1yr,9.066592967,1,5,3,PPM,Fixed,Fixed,Yes
39,medium,Medium,2BHK-Apt,Rented,Low,<10yrs,3,>5yrs,5.730652023,2,6,3,PPM,Fixed,Fixed,No
48,High,Medium,Mansion,Owned,High,>30yrs,2,2-5yrs,3.629719385,3,5,1,PPM,Variable,Variable,No
43,medium,Medium,5BHK-House,Owned,Low,20-30yrs,5,2-5yrs,6.267211622,0,6,2,Others,Fixed,Fixed,No
31,medium,Medium,3BHK-Apt,Owned,Medium,20-30yrs,5,<1yr,4.492918713,3,6,4,SD,Fixed,Fixed,No
35,medium,Medium,5BHK-House,Owned,Medium,20-30yrs,1,1-2yrs,7.854849076,1,4,3,SD,Fixed,Fixed,No
32,medium,Medium,1BHK-Apt,Owned,Medium,>30yrs,7,2-5yrs,3.208229299,3,1,0,PPM,Fixed,Fixed,No
51,High,Medium,1BHK-Apt,Owned,Low,10-20yrs,1,1-2yrs,6.097008971,4,7,4,PPM,Variable,Variable,No
33,medium,Medium,5BHK-House,Owned,Low,20-30yrs,6,<1yr,0.22715143,1,0,0,SD,Fixed,Fixed,No
41,low,Large,Mansion,Owned,Medium,>30yrs,2,2-5yrs,5.799127695,3,10,3,SD,Fixed,Fixed,No
33,High,Medium,5BHK-House,Rented,High,20-30yrs,3,2-5yrs,6.386761699,0,8,0,Others,Variable,Variable,No
34,medium,Medium,1BHK-Apt,Owned,High,10-20yrs,5,1-2yrs,3.677094902,1,1,0,Others,Variable,Variable,No
39,low,Large,5BHK-House,Rented,High,<10yrs,7,2-5yrs,1.698032369,0,1,0,DD,Variable,Variable,No
35,medium,Large,1BHK-Apt,Owned,Low,10-20yrs,1,2-5yrs,3.231487902,0,1,0,SD,Fixed,Fixed,No
37,High,Small,3BHK-Apt,Owned,Medium,20-30yrs,1,>10yrs,1.256731114,0,10,8,PPM,Fixed,Fixed,Yes
47,High,Medium,2BHK-Apt,Owned,Medium,20-30yrs,1,1-2yrs,4.346782989,1,5,3,DD,Variable,Variable,No
32,medium,Medium,3BHK-Apt,Rented,Low,10-20yrs,2,>10yrs,5.534782532,0,2,0,SD,Fixed,Fixed,No
42,low,Large,Mansion,Owned,High,>30yrs,4,>5yrs,0.679930821,1,4,3,DD,Fixed,Fixed,No
57,High,Medium,2BHK-Apt,Owned,Medium,10-20yrs,5,1-2yrs,7.418002812,1,10,3,PPM,Variable,Variable,Yes
27,medium,Small,1BHK-Apt,Owned,High,>30yrs,7,<1yr,6.243801964,1,3,1,DD,Variable,Variable,No
27,low,Small,3BHK-Apt,Owned,High,<10yrs,1,>10yrs,1.410754155,1,9,7,PPM,Variable,Variable,No
38,medium,Medium,5BHK-House,Owned,Medium,<10yrs,4,1-2yrs,3.892797678,0,7,4,PPM,Variable,Variable,No
37,medium,Small,5BHK-House,Owned,Low,>30yrs,2,2-5yrs,9.735465275,1,3,0,SD,Fixed,Fixed,No
43,medium,Medium,2BHK-Apt,Rented,Medium,<10yrs,5,2-5yrs,3.979986065,0,8,6,PPM,Fixed,Fixed,No
54,low,Large,1BHK-Apt,Owned,Medium,<10yrs,2,1-2yrs,4.160585957,2,6,2,Others,Fixed,Fixed,No
41,medium,Small,3BHK-Apt,Owned,Medium,10-20yrs,5,1-2yrs,1.587081555,1,10,2,PPM,Variable,Variable,No
31,High,Small,2BHK-Apt,Rented,Medium,20-30yrs,1,1-2yrs,5.904683925,0,3,1,Others,Variable,Variable,No
43,medium,Large,2BHK-Apt,Owned,Low,<10yrs,4,2-5yrs,2.259297095,4,3,2,Others,Fixed,Fixed,No
38,medium,Small,2BHK-Apt,Rented,High,10-20yrs,2,1-2yrs,1.839161536,3,9,1,SD,Variable,Variable,No
38,medium,Medium,3BHK-Apt,Owned,Low,10-20yrs,4,2-5yrs,8.210994084,4,10,4,PPM,Variable,Variable,Yes
44,medium,Small,2BHK-Apt,Rented,Medium,10-20yrs,6,>5yrs,1.378602529,1,2,1,SD,Variable,Variable,No
30,low,Small,2BHK-Apt,Owned,Low,10-20yrs,2,>10yrs,7.868267016,4,10,0,DD,Variable,Variable,No
51,low,Small,2BHK-Apt,Owned,High,10-20yrs,5,<1yr,5.157995678,3,3,1,SD,Fixed,Fixed,No
44,medium,Medium,2BHK-Apt,Owned,High,10-20yrs,1,2-5yrs,7.470580542,0,8,7,Others,Fixed,Fixed,No
47,medium,Large,3BHK-Apt,Owned,Medium,20-30yrs,1,2-5yrs,3.665880821,0,3,0,PPM,Fixed,Fixed,No
45,High,Medium,2BHK-Apt,Owned,Medium,>30yrs,5,2-5yrs,1.508551844,1,2,1,Others,Fixed,Fixed,No
38,medium,Medium,3BHK-Apt,Owned,Low,<10yrs,8,2-5yrs,5.127685167,4,8,3,Others,Fixed,Fixed,No
50,High,Small,2BHK-Apt,Rented,High,20-30yrs,4,2-5yrs,0.447785211,3,5,2,DD,Fixed,Fixed,No
30,low,Large,Mansion,Owned,Low,<10yrs,7,2-5yrs,0.587900511,0,8,2,PPM,Variable,Variable,No
32,medium,Small,1BHK-Apt,Owned,Low,20-30yrs,4,2-5yrs,1.627165509,4,9,3,SD,Variable,Variable,No
29,High,Medium,1BHK-Apt,Owned,High,20-30yrs,5,2-5yrs,9.041259451,1,8,7,DD,Fixed,Fixed,No
42,low,Small,1BHK-Apt,Rented,Medium,20-30yrs,1,2-5yrs,5.797329844,0,2,1,PPM,Variable,Variable,No
53,High,Small,2BHK-Apt,Owned,Low,20-30yrs,7,2-5yrs,7.194469562,2,10,7,PPM,Variable,Variable,No
31,medium,Medium,1BHK-Apt,Owned,High,20-30yrs,2,1-2yrs,4.797791007,4,7,5,DD,Fixed,Fixed,Yes
28,medium,Medium,3BHK-Apt,Owned,Medium,20-30yrs,5,>5yrs,5.307298496,0,1,0,PPM,Fixed,Fixed,No
48,medium,Medium,1BHK-Apt,Owned,Low,20-30yrs,2,1-2yrs,2.225247291,0,7,0,SD,Variable,Variable,No
26,medium,Small,2BHK-Apt,Rented,Low,20-30yrs,6,>5yrs,2.006593402,0,1,0,Others,Fixed,Fixed,Yes
39,low,Small,2BHK-Apt,Rented,Medium,10-20yrs,2,>10yrs,3.023065157,1,2,0,DD,Variable,Variable,No
35,low,Small,1BHK-Apt,Owned,Medium,20-30yrs,1,>10yrs,14.82704514,1,0,1,Others,Fixed,Fixed,No
42,medium,Medium,5BHK-House,Owned,Medium,>30yrs,4,2-5yrs,2.682452962,1,2,1,PPM,Variable,Variable,No
26,medium,Medium,2BHK-Apt,Rented,High,<10yrs,5,2-5yrs,2.770412106,4,9,3,SD,Fixed,Fixed,No
35,medium,Large,1BHK-Apt,Rented,High,20-30yrs,2,>5yrs,0.693286244,3,8,5,Others,Fixed,Fixed,No
43,medium,Medium,5BHK-House,Rented,Low,20-30yrs,5,>10yrs,0.39647391,4,5,4,Others,Variable,Variable,Yes
36,medium,Medium,1BHK-Apt,Owned,Medium,<10yrs,7,>10yrs,3.835746236,2,5,0,PPM,Variable,Variable,No
38,low,Medium,3BHK-Apt,Rented,Medium,10-20yrs,6,1-2yrs,3.423015074,1,6,4,SD,Fixed,Fixed,No
32,medium,Large,Mansion,Owned,Medium,10-20yrs,1,>5yrs,4.869701921,1,5,4,SD,Variable,Variable,No
36,medium,Small,3BHK-Apt,Owned,Medium,10-20yrs,1,>5yrs,5.711567839,1,8,2,Others,Variable,Variable,No
24,low,Small,1BHK-Apt,Owned,Medium,20-30yrs,6,1-2yrs,4.865080342,0,3,2,PPM,Fixed,Fixed,Yes
31,medium,Medium,2BHK-Apt,Owned,High,20-30yrs,1,>10yrs,0.708869614,0,4,1,Others,Variable,Variable,No
57,High,Large,2BHK-Apt,Owned,Medium,20-30yrs,2,2-5yrs,4.102197147,1,3,1,DD,Variable,Variable,No
33,High,Small,5BHK-House,Rented,Medium,<10yrs,4,2-5yrs,1.3718356,4,7,1,PPM,Fixed,Fixed,No
38,medium,Medium,3BHK-Apt,Rented,Medium,20-30yrs,6,2-5yrs,17.10840082,0,3,0,DD,Variable,Variable,No
45,medium,Medium,1BHK-Apt,Rented,Low,20-30yrs,5,2-5yrs,8.436473729,2,1,0,SD,Fixed,Fixed,No
56,low,Small,1BHK-Apt,Owned,Medium,>30yrs,2,2-5yrs,1.327230245,0,3,0,PPM,Variable,Variable,Yes
51,low,Large,1BHK-Apt,Rented,Low,10-20yrs,7,2-5yrs,9.083239929,2,2,0,Others,Variable,Variable,No
35,High,Small,2BHK-Apt,Rented,Low,<10yrs,2,1-2yrs,7.538895856,2,5,0,DD,Fixed,Fixed,No
37,medium,Large,2BHK-Apt,Owned,Low,20-30yrs,5,>5yrs,3.633204009,1,7,1,PPM,Variable,Variable,Yes
35,low,Large,5BHK-House,Owned,High,<10yrs,2,2-5yrs,14.1558738,3,4,0,DD,Variable,Variable,No
39,medium,Large,Mansion,Owned,Medium,10-20yrs,1,1-2yrs,1.064511356,0,7,4,PPM,Variable,Variable,No
38,medium,Small,5BHK-House,Owned,Low,20-30yrs,2,<1yr,5.176725188,1,5,4,Others,Fixed,Fixed,No
37,low,Small,2BHK-Apt,Owned,Low,<10yrs,6,1-2yrs,1.867574279,2,10,6,SD,Fixed,Fixed,No
41,medium,Small,2BHK-Apt,Owned,Medium,10-20yrs,5,2-5yrs,1.307279708,4,7,5,SD,Variable,Variable,No
45,High,Large,5BHK-House,Rented,Low,>30yrs,7,2-5yrs,0.788753041,1,7,0,DD,Fixed,Fixed,No
44,High,Large,2BHK-Apt,Owned,High,10-20yrs,5,>5yrs,3.974972035,1,6,2,SD,Variable,Variable,No
43,low,Medium,5BHK-House,Rented,Low,20-30yrs,4,2-5yrs,4.492178707,1,7,2,DD,Variable,Variable,No
37,medium,Medium,3BHK-Apt,Rented,High,20-30yrs,3,>5yrs,3.448604573,4,9,1,DD,Variable,Variable,No
34,medium,Small,5BHK-House,Owned,Medium,>30yrs,1,2-5yrs,5.575525716,4,4,3,Others,Fixed,Fixed,No
34,low,Large,Mansion,Rented,Low,>30yrs,2,<1yr,4.674138197,1,7,4,PPM,Variable,Variable,No
34,medium,Small,3BHK-Apt,Rented,Medium,20-30yrs,1,1-2yrs,0.501241965,0,2,0,SD,Variable,Variable,No
29,medium,Medium,2BHK-Apt,Owned,High,20-30yrs,9,>10yrs,3.192575214,4,10,0,PPM,Fixed,Fixed,Yes
43,medium,Large,2BHK-Apt,Owned,Low,>30yrs,1,1-2yrs,4.250214092,3,6,0,DD,Variable,Variable,No
29,High,Medium,2BHK-Apt,Rented,High,20-30yrs,3,<1yr,9.390980454,3,5,2,SD,Fixed,Fixed,No
43,low,Medium,2BHK-Apt,Owned,High,20-30yrs,2,1-2yrs,2.96234578,4,0,0,PPM,Variable,Variable,No
33,medium,Large,3BHK-Apt,Owned,Medium,<10yrs,6,1-2yrs,1.360153621,4,8,5,DD,Variable,Variable,Yes
28,low,Medium,2BHK-Apt,Rented,High,20-30yrs,3,2-5yrs,5.180290401,1,7,6,DD,Fixed,Fixed,No
32,low,Large,1BHK-Apt,Owned,Medium,10-20yrs,4,1-2yrs,5.16163451,2,7,3,DD,Variable,Variable,No
32,High,Medium,2BHK-Apt,Owned,Low,10-20yrs,1,>5yrs,9.23851828,2,6,2,PPM,Fixed,Fixed,No
42,High,Large,2BHK-Apt,Owned,Medium,>30yrs,1,>10yrs,0.583144029,0,0,0,DD,Variable,Variable,No
32,High,Small,2BHK-Apt,Rented,Low,10-20yrs,7,2-5yrs,1.462834287,1,9,7,SD,Fixed,Fixed,No
34,medium,Small,1BHK-Apt,Owned,Medium,10-20yrs,4,<1yr,5.807090311,0,2,1,PPM,Variable,Variable,No
35,High,Large,2BHK-Apt,Owned,Medium,>30yrs,5,>5yrs,9.096302778,0,9,8,DD,Variable,Variable,Yes
43,medium,Large,3BHK-Apt,Rented,Low,>30yrs,7,2-5yrs,1.56611629,0,9,0,Others,Fixed,Fixed,No
45,medium,Medium,3BHK-Apt,Rented,High,20-30yrs,2,>5yrs,1.144867622,3,5,1,DD,Variable,Variable,Yes
24,medium,Large,2BHK-Apt,Rented,Medium,20-30yrs,5,2-5yrs,4.216812745,3,9,8,SD,Variable,Variable,Yes
48,low,Medium,Mansion,Owned,Low,10-20yrs,3,2-5yrs,3.962693493,0,0,0,SD,Fixed,Fixed,No
41,High,Medium,1BHK-Apt,Owned,Medium,>30yrs,1,2-5yrs,8.895936503,1,9,1,SD,Variable,Variable,No
53,low,Large,1BHK-Apt,Rented,Medium,<10yrs,5,>5yrs,1.427155697,0,4,3,PPM,Variable,Variable,No
44,medium,Large,Mansion,Owned,Medium,10-20yrs,8,2-5yrs,2.344186358,0,4,2,PPM,Fixed,Fixed,No
39,low,Small,3BHK-Apt,Owned,Medium,20-30yrs,1,2-5yrs,5.910939924,1,2,0,Others,Fixed,Fixed,Yes
39,low,Medium,2BHK-Apt,Owned,Low,20-30yrs,1,<1yr,1.552271913,1,7,5,SD,Fixed,Fixed,No
47,medium,Large,2BHK-Apt,Owned,Low,20-30yrs,5,1-2yrs,3.359457114,1,9,7,PPM,Variable,Variable,Yes
38,High,Medium,5BHK-House,Rented,Medium,>30yrs,1,2-5yrs,1.233109536,0,10,9,PPM,Fixed,Fixed,No
45,low,Large,3BHK-Apt,Rented,Low,20-30yrs,5,<1yr,1.678353018,4,7,2,PPM,Fixed,Fixed,No
30,medium,Medium,2BHK-Apt,Owned,High,10-20yrs,1,2-5yrs,2.166752174,3,8,1,DD,Fixed,Fixed,No
49,medium,Small,Mansion,Rented,Low,10-20yrs,1,2-5yrs,6.620744418,3,8,4,Others,Fixed,Fixed,No
29,medium,Large,2BHK-Apt,Owned,Medium,20-30yrs,2,2-5yrs,3.03167523,2,6,3,Others,Variable,Variable,No
39,medium,Large,3BHK-Apt,Owned,Medium,10-20yrs,5,2-5yrs,9.028724281,2,6,4,SD,Variable,Variable,No
41,medium,Small,2BHK-Apt,Owned,High,10-20yrs,7,1-2yrs,5.59853284,4,10,3,PPM,Fixed,Fixed,No
